,ListingKey,ListingNumber,ListingCreationDate,CreditGrade,Term,LoanStatus,ClosedDate,BorrowerAPR,BorrowerRate,LenderYield,EstimatedEffectiveYield,EstimatedLoss,EstimatedReturn,ProsperRating (numeric),ProsperRating (Alpha),ProsperScore,ListingCategory (numeric),BorrowerState,Occupation,EmploymentStatus,EmploymentStatusDuration,IsBorrowerHomeowner,CurrentlyInGroup,GroupKey,DateCreditPulled,CreditScoreRangeLower,CreditScoreRangeUpper,FirstRecordedCreditLine,CurrentCreditLines,OpenCreditLines,TotalCreditLinespast7years,OpenRevolvingAccounts,OpenRevolvingMonthlyPayment,InquiriesLast6Months,TotalInquiries,CurrentDelinquencies,AmountDelinquent,DelinquenciesLast7Years,PublicRecordsLast10Years,PublicRecordsLast12Months,RevolvingCreditBalance,BankcardUtilization,AvailableBankcardCredit,TotalTrades,TradesNeverDelinquent (percentage),TradesOpenedLast6Months,DebtToIncomeRatio,IncomeRange,IncomeVerifiable,StatedMonthlyIncome,LoanKey,TotalProsperLoans,TotalProsperPaymentsBilled,OnTimeProsperPayments,ProsperPaymentsLessThanOneMonthLate,ProsperPaymentsOneMonthPlusLate,ProsperPrincipalBorrowed,ProsperPrincipalOutstanding,ScorexChangeAtTimeOfListing,LoanCurrentDaysDelinquent,LoanFirstDefaultedCycleNumber,LoanMonthsSinceOrigination,LoanNumber,LoanOriginalAmount,LoanOriginationDate,LoanOriginationQuarter,MemberKey,MonthlyLoanPayment,LP_CustomerPayments,LP_CustomerPrincipalPayments,LP_InterestandFees,LP_ServiceFees,LP_CollectionFees,LP_GrossPrincipalLoss,LP_NetPrincipalLoss,LP_NonPrincipalRecoverypayments,PercentFunded,Recommendations,InvestmentFromFriendsCount,InvestmentFromFriendsAmount,Investors,LoanOriginationQuarterNew
111881,CCD83406233698590717F7D,245357,2007-12-06 08:43:43.127,D,36,Defaulted,2008-07-11 00:00:00,0.23748000000000002,0.23,0.22,,,,,,,4,AZ,Teacher,Full-time,112.0,False,False,,2007-11-06 14:40:00.777000000,620.0,639.0,1997-07-17 00:00:00,4.0,4.0,11.0,2,206.0,3.0,7.0,0.0,0.0,0.0,1.0,0.0,6895.0,0.53,6105.0,11.0,0.81,0.0,0.16,"$50,000-74,999",True,4333.333333,F9B33407862667092B50265,1.0,8.0,8.0,0.0,0.0,3500.0,2918.3,-40.0,1083,7.0,75,23564,2500,2007-12-12 00:00:00.000,Q4 2007,228133834058511494D893C,96.77,193.54,96.81,96.73,-4.2,0.0,2403.2,2403.19,0.0,1.0,0,0,0.0,30,
83137,57953407230906144A96B90,245358,2007-12-06 08:43:48.457,C,36,Completed,2010-12-08 00:00:00,0.21739,0.21,0.2,,,,,,,3,ID,Accountant/CPA,Full-time,114.0,True,False,,2007-11-28 06:56:01.793000000,660.0,679.0,1990-09-26 00:00:00,16.0,14.0,26.0,12,382.0,6.0,10.0,0.0,0.0,4.0,3.0,0.0,12833.0,0.52,10955.0,25.0,0.84,4.0,0.21,"$50,000-74,999",True,4666.666667,AED73408196507536959232,,,,,,,,,0,,75,23637,5000,2007-12-14 00:00:00.000,Q4 2007,DF8834067002931492DFF86,188.38,6787.09,4999.97,1787.12,-85.12,0.0,0.0,0.0,0.0,1.0,0,0,0.0,130,
11245,0F003406337658676F54592,245399,2007-12-06 09:46:20.353,A,36,Chargedoff,2009-09-19 00:00:00,0.15412,0.147,0.137,,,,,,,3,UT,Sales - Commission,Full-time,5.0,True,True,C9BA33945564467039E7B96,2007-11-15 10:59:34.750000000,720.0,739.0,2004-10-04 00:00:00,9.0,8.0,16.0,5,135.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,6858.0,0.3,15442.0,11.0,1.0,5.0,0.58,"$25,000-49,999",True,3166.666667,2FD63407884586235D12193,,,,,,,,,1757,21.0,75,23733,25000,2007-12-18 00:00:00.000,Q4 2007,77443402061055612BC4F22,862.96,13807.36,9768.23,4039.13,-274.76,0.0,15231.77,15231.77,0.0,1.0,0,0,0.0,684,
80836,A28D3407576289016790E95,245415,2007-12-06 09:59:26.607,B,36,Completed,2010-12-14 00:00:00,0.17611,0.1689,0.1589,,,,,,,4,CA,Other,Full-time,67.0,True,False,,2007-11-28 14:22:48.250000000,680.0,699.0,1997-04-29 00:00:00,8.0,7.0,23.0,5,109.0,2.0,9.0,0.0,0.0,9.0,0.0,0.0,4017.0,0.84,470.0,20.0,0.85,1.0,0.12,"$100,000+",True,8333.333333,01DD3407180720005CA25B6,,,,,,,,,0,,75,23635,5000,2007-12-14 00:00:00.000,Q4 2007,248B3406401236859BCD213,156.81,6413.82,4999.99,1413.83,-83.69,0.0,0.0,0.0,0.0,1.0,0,0,0.0,51,
13655,103834059689318563B28F0,245431,2007-12-06 10:18:20.963,AA,36,Completed,2010-12-18 00:00:00,0.09777999999999999,0.0909,0.0909,,,,,,,6,CA,Other,Full-time,87.0,True,False,,2007-12-06 10:14:32.850000000,800.0,819.0,1990-06-26 00:00:00,11.0,9.0,26.0,5,217.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,384.0,0.2,1468.0,19.0,0.84,1.0,0.33,"$25,000-49,999",True,3333.333333,FDEE3408223402662548E22,,,,,,,,,0,,75,23750,6000,2007-12-18 00:00:00.000,Q4 2007,8C6F34051027669432ADF08,113.4,6910.45,5999.98,910.47,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,91,
60458,24D434070222957218545C6,245460,2007-12-06 10:40:01.357,C,36,Chargedoff,2009-03-13 00:00:00,0.26761999999999997,0.26,0.25,,,,,,,3,GA,Other,Full-time,42.0,True,True,A0443364488651339ACC815,2007-11-20 06:33:40.300000000,640.0,659.0,1994-08-31 00:00:00,7.0,6.0,36.0,4,37.0,0.0,4.0,4.0,2343.0,1.0,0.0,0.0,870.0,0.0,203.0,31.0,0.78,0.0,0.39,"$1-24,999",True,1583.333333,92FB340804462199137F5DA,,,,,,,,,1945,16.0,75,22527,4900,2007-12-11 00:00:00.000,Q4 2007,E69A3406192105356423318,197.42,1959.2,780.26,1178.94,-43.83,-100.68,4119.74,4119.74,0.0,1.0,0,0,0.0,73,
10009,D5B3340738998764391238D,245471,2007-12-06 10:54:31.753,B,36,Chargedoff,2009-08-12 00:00:00,0.1973,0.19,0.18,,,,,,,3,GA,Computer Programmer,Self-employed,6.0,True,False,,2007-11-27 16:34:28.753000000,680.0,699.0,1997-01-22 00:00:00,7.0,6.0,26.0,3,10.0,3.0,11.0,0.0,0.0,9.0,0.0,0.0,348.0,0.04,6952.0,17.0,0.76,0.0,10.01,"$1-24,999",True,0.083333,586E34070150043407B1E7E,1.0,10.0,10.0,0.0,0.0,7000.0,4757.96,-40.0,1764,20.0,75,23460,16000,2007-12-11 00:00:00.000,Q4 2007,D1D533664171403292ACFE5,586.5,8797.5,5634.22,3163.28,-166.49,-223.41,10365.78,10365.78,827.46,1.0,1,0,0.0,262,
60222,55F83406733007853259215,245479,2007-12-06 11:04:34.503,HR,36,Completed,2010-09-27 00:00:00,0.3637,0.3475,0.3375,,,,,,,4,UT,Laborer,Full-time,4.0,False,True,783C3371218786870A73D20,2007-11-08 07:29:49.463000000,520.0,539.0,2003-12-16 00:00:00,4.0,4.0,13.0,3,60.0,7.0,18.0,0.0,0.0,7.0,0.0,0.0,1046.0,0.87,154.0,13.0,0.46,1.0,0.14,"$1-24,999",True,1383.333333,5E7C3407757052741A91A7A,1.0,10.0,8.0,2.0,0.0,2000.0,1568.05,0.0,0,,75,23832,1300,2007-12-20 00:00:00.000,Q4 2007,478833675793210566B88FB,58.62,2210.8,1299.97,910.83,-24.06,-41.14,0.0,0.0,0.0,1.0,0,0,0.0,23,
24800,2E233406258992104EFB934,245529,2007-12-06 12:06:38.837,C,36,Completed,2008-08-19 00:00:00,0.22744,0.22,0.21,,,,,,,2,MT,Teacher,Full-time,87.0,True,False,,2007-11-30 12:27:18.833000000,660.0,679.0,1992-08-03 00:00:00,17.0,14.0,63.0,13,134.0,4.0,17.0,0.0,0.0,19.0,0.0,0.0,9324.0,0.39,14476.0,47.0,0.79,0.0,0.17,"$25,000-49,999",True,3250.0,0BEA3407063279199292C5D,,,,,,,,,0,,75,23782,8000,2007-12-18 00:00:00.000,Q4 2007,EC02340576497712406F3BD,305.52,9095.94,8000.0,1095.94,-49.82,0.0,0.0,0.0,0.0,1.0,0,0,0.0,135,
4424,066334060645943768574BD,245611,2007-12-06 13:38:29.400,B,36,Completed,2008-01-04 00:00:00,0.13705,0.13,0.12,,,,,,,3,UT,Other,Full-time,29.0,False,False,,2007-12-06 13:33:40.767000000,700.0,719.0,1998-12-18 00:00:00,4.0,4.0,13.0,3,20.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2451.0,0.49,2549.0,11.0,1.0,1.0,0.85,"$1-24,999",True,200.0,416D34070072653233379C6,1.0,10.0,10.0,0.0,0.0,2000.0,812.0,-80.0,0,,75,23530,2500,2007-12-12 00:00:00.000,Q4 2007,7BEA3366101118479F14586,84.23,2520.48,2500.0,20.48,-1.58,0.0,0.0,0.0,0.0,1.0,0,0,0.0,61,
32914,318634068383453937738CE,245622,2007-12-06 13:56:22.147,A,36,Chargedoff,2009-03-16 00:00:00,0.20373,0.1964,0.1864,,,,,,,3,MD,Other,Full-time,303.0,True,False,,2007-12-06 13:13:54.440000000,740.0,759.0,1992-08-24 00:00:00,35.0,27.0,58.0,19,2233.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,78297.0,0.49,65227.0,52.0,0.96,4.0,0.2,"$100,000+",True,39500.0,BF0B3408700931306D985C8,,,,,,,,,1942,16.0,75,23660,25000,2007-12-14 00:00:00.000,Q4 2007,9D4F3405823792709279FB0,924.51,9245.1,5538.82,3706.28,-188.7,0.0,19461.18,19461.18,0.0,1.0,0,0,0.0,385,
98620,967F3408158435156B7E544,245637,2007-12-06 14:16:57.370,A,36,Completed,2008-06-05 00:00:00,0.11094000000000001,0.104,0.094,,,,,,,4,NE,Other,Full-time,27.0,False,False,,2007-12-06 14:06:59.410000000,740.0,759.0,1998-09-25 00:00:00,11.0,8.0,25.0,7,254.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,3806.0,0.22,12894.0,17.0,0.82,0.0,0.26,"$25,000-49,999",True,2650.0,1D0634074077997964ABB53,,,,,,,,,0,,75,23671,4000,2007-12-17 00:00:00.000,Q4 2007,94623407464208450146962,129.82,4122.66,4000.0,122.66,-11.8,0.0,0.0,0.0,0.0,1.0,0,0,0.0,101,
38131,DB6734074555936956A33EB,245664,2007-12-06 14:49:45.627,HR,36,Chargedoff,2010-01-18 00:00:00,0.24699000000000002,0.2319,0.2219,,,,,,,4,AL,Administrative Assistant,Full-time,8.0,False,False,,2007-11-14 14:38:45.793000000,520.0,539.0,2003-03-10 00:00:00,8.0,3.0,18.0,2,129.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1400.0,0.96,50.0,8.0,0.87,0.0,0.15,"$25,000-49,999",True,2916.666667,FB3B34074178645474421FB,,,,,,,,,1635,25.0,75,23683,2000,2007-12-17 00:00:00.000,Q4 2007,6D6B339817426724075BE12,77.62,1584.64,922.7,661.94,-28.04,-39.52,1077.3,1077.3,0.0,1.0,0,0,0.0,9,
71025,EB0D34062033125477E5A3F,245675,2007-12-06 15:07:40.590,AA,36,Completed,2008-03-10 00:00:00,0.24753000000000003,0.24,0.24,,,,,,,3,WA,Sales - Commission,Self-employed,8.0,True,False,,2007-12-06 15:06:41.150000000,760.0,779.0,1994-09-20 00:00:00,4.0,4.0,40.0,4,65.0,0.0,13.0,6.0,0.0,4.0,1.0,0.0,1936.0,0.24,5373.0,36.0,0.75,0.0,,$0,False,0.0,B3CD34078690830823B3CE0,1.0,5.0,5.0,0.0,0.0,4250.0,0.0,80.0,0,,75,23519,4000,2007-12-12 00:00:00.000,Q4 2007,DE5533663324850890CCA68,156.93,4215.92,4000.0,215.92,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,39,
34871,77CA34064684056621D9F83,245732,2007-12-06 15:43:35.363,D,36,Chargedoff,2009-01-14 00:00:00,0.30781,0.3,0.29,,,,,,,4,IL,Teacher,Full-time,144.0,True,False,,2007-12-06 15:41:38.160000000,600.0,619.0,1992-06-29 00:00:00,9.0,15.0,35.0,11,720.0,6.0,50.0,8.0,2732.0,16.0,2.0,0.0,17926.0,1.07,46.0,31.0,0.32,0.0,0.14,"$100,000+",True,12449.333333,E9B03408254210408378A11,1.0,7.0,7.0,0.0,0.0,2500.0,2168.17,80.0,2004,13.0,75,23605,2500,2007-12-13 00:00:00.000,Q4 2007,F0CD338528921329979BA4C,106.13,819.04,325.13,493.91,-16.47,0.0,2174.87,2174.87,0.0,1.0,0,0,0.0,50,
106396,885D34077554905940D7DD5,245846,2007-12-06 16:47:43.227,B,36,Completed,2010-12-24 00:00:00,0.1745,0.1673,0.1573,,,,,,,7,MD,Other,Full-time,23.0,False,False,,2007-12-06 16:21:38.547000000,680.0,699.0,2006-05-17 00:00:00,5.0,5.0,5.0,4,56.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,845.0,0.19,3455.0,5.0,1.0,2.0,0.15,"$50,000-74,999",True,4583.333333,F8263407885400861FB161D,,,,,,,,,0,,75,24009,12000,2007-12-24 00:00:00.000,Q4 2007,727A33718849770479ABF61,419.7,15350.44,12000.0,3350.44,-200.26,0.0,0.0,0.0,0.0,1.0,0,0,0.0,353,
13633,F15A3406799387992955A29,245937,2007-12-06 18:15:10.050,B,36,Completed,2008-03-18 00:00:00,0.18977,0.1825,0.1725,,,,,,,4,CA,Other,Full-time,31.0,True,False,,2007-12-06 18:07:46.410000000,700.0,719.0,1995-08-09 00:00:00,4.0,4.0,15.0,0,0.0,12.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,0.84,0.0,0.35,"$25,000-49,999",True,3628.333333,865C34080270486095430C5,,,,,,,,,0,,75,23779,20000,2007-12-18 00:00:00.000,Q4 2007,B5E53405110982698F237E3,725.56,20331.57,20000.0,331.57,-18.17,0.0,0.0,0.0,0.0,1.0,0,0,0.0,426,
13705,37B73407380426285C4B740,245974,2007-12-06 18:46:55.713,D,36,Chargedoff,2010-06-22 00:00:00,0.26761999999999997,0.26,0.25,,,,,,,3,GA,Other,Full-time,1.0,True,False,,2007-12-06 18:35:32.753000000,620.0,639.0,2000-10-30 00:00:00,11.0,9.0,21.0,7,101.0,2.0,16.0,0.0,0.0,9.0,0.0,0.0,4931.0,0.57,3605.0,16.0,0.72,4.0,0.27,"$25,000-49,999",True,2291.666667,418C3407968358827F69AC8,,,,,,,,,1478,31.0,75,23863,3500,2007-12-21 00:00:00.000,Q4 2007,67EC34077414111558D766D,141.02,3525.5,2129.17,1396.33,-53.7,0.0,1370.83,1370.83,0.0,1.0,0,0,0.0,91,
102490,C4D934071170131540AF353,245982,2007-12-06 18:52:47.613,D,36,Completed,2009-02-20 00:00:00,0.31364000000000003,0.3058,0.2958,,,,,,,4,CA,Other,Full-time,14.0,False,True,3D4D3366260257624AB272D,2007-11-08 15:00:16.207000000,620.0,639.0,1981-11-01 00:00:00,18.0,17.0,46.0,14,715.0,1.0,3.0,1.0,0.0,4.0,1.0,0.0,19696.0,0.97,478.0,42.0,0.5,0.0,0.1,"$100,000+",True,11666.666667,3E1E3406854375494D13B6D,1.0,13.0,13.0,0.0,0.0,4000.0,2796.22,0.0,0,,75,23582,2800,2007-12-13 00:00:00.000,Q4 2007,CCE03367817571739E47093,119.76,3690.92,2800.0,890.92,-29.14,0.0,0.0,0.0,0.0,1.0,0,0,0.0,41,
33119,D82A3406084412789B170F2,245983,2007-12-06 18:54:16.973,C,36,Completed,2010-03-02 00:00:00,0.16144,0.1495,0.1395,,,,,,,3,CA,Construction,Full-time,42.0,True,False,,2007-11-29 21:50:36.273000000,640.0,659.0,1998-10-20 00:00:00,14.0,13.0,23.0,12,379.0,0.0,12.0,1.0,54.0,0.0,0.0,0.0,13973.0,0.82,2903.0,19.0,0.9,0.0,0.08,"$50,000-74,999",True,5416.666667,5FAD34071691488749F0454,,,,,,,,,0,,75,23658,1500,2007-12-14 00:00:00.000,Q4 2007,93D03406208194019C43023,51.96,1787.07,1500.0,287.07,-19.2,0.0,0.0,0.0,0.0,1.0,1,0,0.0,65,
56811,20A53406411728868168D71,245988,2007-12-06 19:06:26.883,A,36,Completed,2010-12-18 00:00:00,0.14709,0.14,0.13,,,,,,,3,,Landscaping,Self-employed,184.0,False,False,,2007-11-28 11:33:20.300000000,720.0,739.0,1985-04-01 00:00:00,8.0,8.0,17.0,8,198.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,7070.0,0.29,16980.0,16.0,0.62,2.0,0.24,"$25,000-49,999",True,3333.333333,AD663406747121783E014E7,,,,,,,,,0,,75,23719,18000,2007-12-18 00:00:00.000,Q4 2007,C56E3405787604935C49174,607.83,22154.57,18000.01,4154.56,-296.77,0.0,0.0,0.0,0.0,1.0,0,0,0.0,445,
222,2F2234069312657701D0A5C,246034,2007-12-06 20:01:37.313,AA,36,Defaulted,2009-05-20 00:00:00,0.1272,0.1202,0.1202,,,,,,,4,CA,Pharmacist,Full-time,134.0,True,False,,2007-11-28 09:01:55.607000000,780.0,799.0,1993-06-09 00:00:00,16.0,12.0,41.0,11,1016.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,32425.0,0.36,55475.0,39.0,1.0,3.0,0.15,"$100,000+",True,12083.333333,10EB3408113506761F0A841,,,,,,,,,94,18.0,75,23676,25000,2007-12-17 00:00:00.000,Q4 2007,E7F83405906033275240472,830.6,10782.8,7985.07,2797.73,0.0,0.0,17014.93,17014.93,0.0,1.0,0,0,0.0,280,
38581,76F334065397816830BD904,246056,2007-12-06 20:20:17.527,AA,36,Completed,2010-10-26 00:00:00,0.1269,0.1199,0.1199,,,,,,,3,UT,Administrative Assistant,Full-time,47.0,True,False,,2007-11-14 15:44:30.797000000,800.0,819.0,1984-12-01 00:00:00,9.0,8.0,15.0,6,29.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,201.0,0.01,10153.0,14.0,1.0,2.0,0.45,"$25,000-49,999",True,2250.0,E2273407181561988F4A942,,,,,,,,,0,,75,23679,17000,2007-12-17 00:00:00.000,Q4 2007,25243365986616724C5022B,564.56,20048.47,16999.99,3048.48,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,404,
17887,A96E3407491659856A7828F,246066,2007-12-06 20:39:06.200,HR,36,Chargedoff,2010-11-13 00:00:00,0.36623,0.35,0.34,,,,,,,4,OR,Food Service,Full-time,3.0,False,False,,2007-12-06 20:02:54.110000000,540.0,559.0,2006-04-18 00:00:00,2.0,2.0,3.0,1,18.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,549.0,1.09,0.0,2.0,0.66,0.0,0.2,"$1-24,999",True,1500.0,ED1234079738326434EE6B4,,,,,,,,,1335,35.0,75,23639,1500,2007-12-14 00:00:00.000,Q4 2007,04FA338837412355856E89B,67.85,2035.5,1129.02,906.48,-25.89,0.0,370.99,370.98,0.0,1.0,1,0,0.0,31,
46200,ECF634069732036089F22F9,246067,2007-12-06 20:39:21.450,B,36,Chargedoff,2008-06-12 00:00:00,0.21378000000000003,0.2064,0.1964,,,,,,,4,MI,Analyst,Full-time,62.0,False,False,,2007-12-02 18:27:32.030000000,680.0,699.0,1991-08-16 00:00:00,5.0,1.0,33.0,0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,24.0,0.83,0.0,0.15,"$25,000-49,999",True,3333.333333,F5123406972166615083B93,,,,,,,,,2218,6.0,75,23570,7500,2007-12-12 00:00:00.000,Q4 2007,361C3406280599874D60468,281.18,281.18,149.71,131.47,-6.37,0.0,7350.29,7350.29,0.0,1.0,0,0,0.0,83,
108925,77453407824937977BD9537,246086,2007-12-06 21:04:05.397,AA,36,Completed,2007-12-24 00:00:00,0.10739000000000001,0.09,0.09,,,,,,,4,ID,Other,Full-time,20.0,True,False,,2007-12-06 20:45:53.020000000,780.0,799.0,1993-11-05 00:00:00,23.0,13.0,54.0,5,65.0,3.0,16.0,0.0,0.0,0.0,1.0,0.0,2484.0,0.04,55503.0,44.0,0.93,2.0,0.21,"$75,000-99,999",True,6250.0,B7E334066392531362FCF88,,,,,,,,,0,,75,23549,1000,2007-12-12 00:00:00.000,Q4 2007,765734067194229294B0D35,31.8,1002.93,1000.0,2.93,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,18,
43235,32CC340606430997008B3D4,246195,2007-12-07 01:23:36.543,B,36,Chargedoff,2009-04-12 00:00:00,0.21739,0.21,0.2,,,,,,,4,ME,Other,Full-time,6.0,True,False,,2007-11-19 09:06:28.763000000,680.0,699.0,1992-03-24 00:00:00,6.0,6.0,22.0,3,420.0,0.0,7.0,1.0,534.0,1.0,0.0,0.0,20658.0,1.12,97.0,17.0,0.94,0.0,0.34,"$25,000-49,999",True,3583.333333,0505340613055299207E8FE,,,,,,,,,1915,16.0,75,22530,3500,2007-12-11 00:00:00.000,Q4 2007,44663405533241505824C2C,131.86,1450.46,845.73,604.73,-28.79,0.0,2654.27,2654.27,0.0,1.0,0,0,0.0,22,
41512,8C5F34080252918720FA500,246197,2007-12-07 01:25:45.250,C,36,Completed,2010-11-21 00:00:00,0.14207,0.135,0.125,,,,,,,3,NJ,Computer Programmer,Full-time,14.0,False,False,,2007-12-07 01:08:20.240000000,640.0,659.0,2000-06-27 00:00:00,7.0,6.0,17.0,6,58.0,1.0,6.0,0.0,0.0,4.0,0.0,0.0,4134.0,0.71,1588.0,17.0,0.58,0.0,0.09,"$50,000-74,999",True,4583.333333,6E933408454095577A7007A,,,,,,,,,0,,75,23854,10000,2007-12-21 00:00:00.000,Q4 2007,0E0E34077713703708B5A7A,339.35,12095.11,10000.0,2095.11,-155.19,0.0,0.0,0.0,0.0,1.0,0,0,0.0,204,
25674,064E34079809991885B414F,246213,2007-12-07 03:19:56.537,D,36,Chargedoff,2010-12-14 00:00:00,0.19985999999999998,0.1815,0.1715,,,,,,,4,IN,Teacher,Full-time,4.0,True,False,,2007-11-21 11:42:14.407000000,600.0,619.0,1989-08-31 00:00:00,3.0,4.0,33.0,2,161.0,4.0,15.0,2.0,436.0,3.0,1.0,0.0,3953.0,1.12,0.0,22.0,0.72,1.0,0.45,"$1-24,999",True,1916.6666670000002,5E533406633639824AAD85E,,,,,,,,,1304,36.0,75,23640,1000,2007-12-14 00:00:00.000,Q4 2007,C136340470206667058E904,36.23,1014.44,734.88,279.56,-15.41,0.0,207.9,265.12,0.0,1.0,1,0,0.0,14,
89652,4DB434062198282054B911C,246246,2007-12-07 05:15:49.950,C,36,Completed,2010-12-12 00:00:00,0.18814,0.1699,0.1599,,,,,,,4,MN,Other,Retired,17.0,False,False,,2007-11-28 12:14:54.377000000,660.0,679.0,1973-04-01 00:00:00,10.0,5.0,62.0,6,28.0,0.0,10.0,0.0,0.0,42.0,1.0,1.0,677.0,0.06,10277.0,59.0,0.72,0.0,0.05,"$1-24,999",True,1191.666667,55FF3406883765698C76428,,,,,,,,,0,,75,23520,1000,2007-12-12 00:00:00.000,Q4 2007,42EC34052875706975EB90F,35.65,1283.57,999.99,283.58,-16.7,0.0,0.0,0.0,0.0,1.0,0,0,0.0,16,
83834,4EA13406874638703556F3A,246294,2007-12-07 06:54:41.203,D,36,Chargedoff,2009-05-13 00:00:00,0.29766,0.2899,0.2799,,,,,,,4,CA,Police Officer/Correction Officer,Full-time,105.0,True,False,,2007-12-07 06:40:39.307000000,620.0,639.0,1989-04-01 00:00:00,21.0,19.0,60.0,7,581.0,23.0,58.0,0.0,0.0,0.0,1.0,0.0,51675.0,0.99,90.0,56.0,1.0,4.0,0.33,"$100,000+",True,8333.333333,6A6B34084476835606753CB,,,,,,,,,1883,18.0,75,23558,3500,2007-12-12 00:00:00.000,Q4 2007,B1F034074520865622C91C7,146.65,1714.8,760.25,954.55,-31.88,0.0,2739.78,2739.75,0.0,1.0,0,0,0.0,48,
19426,5EE73406433119716990C3C,246409,2007-12-07 09:04:07.527,B,36,Completed,2010-12-13 00:00:00,0.11749000000000001,0.1,0.09,,,,,,,4,MO,Administrative Assistant,Full-time,7.0,False,False,,2007-12-07 08:51:29.070000000,680.0,699.0,2001-04-07 00:00:00,4.0,3.0,19.0,3,210.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,6894.0,0.34,13106.0,6.0,0.83,0.0,0.12,"$25,000-49,999",True,2184.0,CC073407279303649BEF583,,,,,,,,,0,,75,23595,1000,2007-12-13 00:00:00.000,Q4 2007,37433406894990063220764,16.65,1162.34,1000.0,162.34,-16.23,0.0,0.0,0.0,0.0,1.0,0,0,0.0,61,
65443,57E2340812773314224D62C,246417,2007-12-07 09:13:46.230,A,36,Completed,2009-10-15 00:00:00,0.13202,0.125,0.115,,,,,,,3,MD,Computer Programmer,Full-time,2.0,True,False,,2007-11-23 06:22:42.640000000,720.0,739.0,1994-02-01 00:00:00,10.0,10.0,29.0,10,678.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,64107.0,0.0,49400.0,28.0,1.0,0.0,0.14,"$100,000+",True,8333.333333,F03B340785038697559A81B,1.0,9.0,9.0,0.0,0.0,10101.0,7032.26,-40.0,0,,75,23986,17944,2007-12-24 00:00:00.000,Q4 2007,F4F13377932504981F663A2,600.29,20531.6,17944.0,2587.6,-207.01,0.0,0.0,0.0,0.0,1.0,0,0,0.0,478,
75987,CFF03406419259301AB4C42,246448,2007-12-07 09:52:21.320,C,36,Defaulted,2011-04-14 00:00:00,0.16115,0.154,0.144,,,,,,,4,WA,Civil Service,Full-time,60.0,True,False,,2007-12-07 09:15:26.077000000,640.0,659.0,1981-09-14 00:00:00,18.0,16.0,36.0,12,2037.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,69858.0,0.98,1166.0,35.0,0.88,0.0,0.61,"$50,000-74,999",True,6180.75,749E34071715347887B97C2,,,,,,,,,123,41.0,75,23584,3000,2007-12-13 00:00:00.000,Q4 2007,553A34067496933249F3E8B,0.0,3892.65,2989.54,903.11,-52.52,-120.06,10.46,0.0,0.06,1.0,0,0,0.0,53,
45464,F7EF34079854376816810E9,246454,2007-12-07 10:01:01.460,B,36,Completed,2009-03-17 00:00:00,0.13172,0.1247,0.1147,,,,,,,4,WA,Nurse (RN),Full-time,5.0,False,False,,2007-12-04 17:55:31.803000000,700.0,719.0,1991-03-01 00:00:00,16.0,11.0,31.0,9,102.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,4350.0,0.36,7660.0,30.0,1.0,3.0,0.25,"$50,000-74,999",True,5000.0,4D6E34079557764630E3A23,1.0,9.0,9.0,0.0,0.0,9250.0,7240.86,0.0,0,,75,23751,4500,2007-12-18 00:00:00.000,Q4 2007,A2133382056691027BF49DF,150.48,5098.14,4500.0,598.14,-45.54,-62.21,0.0,0.0,0.0,1.0,0,0,0.0,111,
60851,779D34076581198240D7627,246463,2007-12-07 10:11:09.147,AA,36,Completed,2010-12-18 00:00:00,0.07377,0.07,0.07,,,,,,,4,ND,Nurse's Aide,Full-time,51.0,True,False,,2007-12-04 02:40:38.767000000,760.0,779.0,2002-08-29 00:00:00,9.0,7.0,17.0,4,144.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1614.0,0.1,13353.0,17.0,1.0,0.0,0.29,"$1-24,999",True,1875.0,BE6834083523844759C6B10,,,,,,,,,0,,75,23762,4500,2007-12-18 00:00:00.000,Q4 2007,62F6340638166663034507E,138.95,5002.83,4500.0,502.83,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,94,
